"Number","Title","Year","Runtime","Genre","Ratings","Director","Total.Vote","Rated","Stars.1","Stars.2","Stars.3"
"2,392.","Gadis Hitam Putih",1986,77,"Drama",7.5,"Wahyu Sihombing",7,"R","Zainal Abidin","Fauziah Ahmad Daud","Maria Arshad"
"2,393.","Dendam Arwah Rel Bintaro",2013,77,"Horror",7.5,"Wisnu Kuncoro",7,"R","Adjie Pangestu","Bella Shofie","Yeyen Lydia"
"2,395.","Romeo + Rinjani",2015,85,"Adventure",5.8,"Fajar Bustomi",18,"R","Deva Mahenra","Kimberly Ryder","Alexa Key"
"2,396.","Bawalah aku pergi",1982,109,"Drama",6.2,"M.T. Risyaf",7,"D","Muni Cader","Chitra Dewi","Marisa Haque"
"2,397.","Hantjurnya petualang",1966,90,"Drama",6.2,"Turino Junaidy",7,"D","Bing Slamet","Titi Qadarsih","Farouk Afero"
"2,398.","Duel",1984,90,"Drama",6.2,"Bacharoem Halilintar",7,"D","Nina Anwar","Avent Cristy","Agus"
"2,399.","Narkoba",1992,90,"Action",6.2,"Jopi Burnama",7,"D","Billy Chong","Kiki Fatmala","Alex Bernard"
"2,402.","Istana Kecantikan",1989,90,"Drama",5.6,"Wahyu Sihombing",11,"D","Soendjoto Adibroto","Nurul Arifin","Joice Erna"
"2,404.","Titik Hitam",2002,115,"Drama",5,"Sentot Sahid",21,"D","Winky Wiryawan","Aurora Yahya","Endhita"
"2,408.","Sinyo Adi",1977,100,"Comedy",3.1,"Liliek Sudjio",11,"D","Laila Sari","Adi Bing Slamet","Eddy Sud"
"2,409.","Hantu Biang Kerok",2009,100,"Comedy",3.1,"We We",11,"D","Wiendy Widasari","Elvy Sukaesih","Fadli Fuad"
"2,411.","Kuntilanak Kesurupan",2011,79,"Comedy",2.7,"Nayato Fio Nuala",24,"D","Irish Bella","Sazha Carissa","Azis Gagap"
"2,412.","Rumah Malaikat",2016,105,"Horror",5.6,"Billy Christian",17,"D","Mentari De Marelle","Agung Saga","Roweina Umboh"
"2,413.","Benyamin spion 025",1974,105,"Drama",3.3,"H. Tjut Djalil",10,"D","Benyamin S.","Mpok Ani","Mien Brodjo"
"2,414.","I'm Star",2013,105,"Drama",3.3,"Damien Dematra",10,"D","Natasha Dematra","",""
"2,415.","Al kautsar",1977,96,"Drama",3.3,"Chaerul Umam",10,"D","W.S. Rendra","Bagong Kussudiardjo","Soultan Saladin"
"2,421.","Singa Karawang Bekasi",2003,90,"Drama",6.1,"Nurul M. Berry",9,"D","Adipura","Gladys Angelie","Rendy Bragi"
"2,422.","True Heart",2013,108,"Action",7.5,"Ismail Sofyan Sani",10,"D","Agung Saga","Masayu Clara","Vira Jiansa Abidin"
"2,423.","Nightmare Side",2013,75,"Horror",3.7,"Intan Rizky Mutiaz",20,"D","Ario Astungkoro","Arya Bima","Aurelia Devi Novi"
"2,425.","Wajah tiga perempuan",1976,100,"Drama",3.7,"Nico Pelamonia",20,"D","Rima Melati","Dana Christina","Lenny Marlina"
"2,426.","Galaxy Superstar",2012,84,"Music",3.7,"Sannia Arumasar",20,"D","Maria Olivia Budiman","Yedi Yelia Dongoran","Veronica Febrianty"
"2,427.","Jual tampang",1990,84,"Comedy",3.7,"Christ Helweldery",20,"D","Minati Atmanegara","Rudy Djamil","Suryana Fattah"
"2,429.","Satu cinta 1000 dusta",1985,92,"Horror",3.7,"Willy Wilianto",20,"D","Yan Bastian","Lina Budiarty","Aminah Cendrakasih"
"2,430.","Dedemit Gunung Kidul",2011,90,"Horror",3.7,"Yoyok Subagyo",20,"D","Uli Auliani","Tasa Rudman","Ammy Tawaqal"
"2,431.","Saranghae, I Love You",2012,75,"Drama",9,"Tim Hwang",7,"D","Eung Joo Kim","Richard Kwon","Revalina S. Temat"
"2,433.","Sunya",2016,88,"Drama",8.8,"Hari Suhariyadi",12,"D","","",""
"2,436.","Busana dalam mimpi",1980,121,"Drama",6.3,"Ida Farida",8,"D","Zainal Abidin","Herman Felani","Marlia Hardi"
"2,443.","Keumala",2012,104,"Drama",7.9,"Andi Pulung Waluyo",13,"D","Nadia Vega","Abimana Aryasatya","Arturo G.P."
"2,446.","Misteri cinta",1999,90,"Mystery",7.2,"Febby Lawrence",7,"D","Malfin Shayna","",""
"2,447.","Merpati Tak Pernah Ingkar Janji",1985,90,"Drama",7.2,"Wim Umboh",7,"D","Waty Anggraini","Benny Damsjik","Era Gloria"
"2,448.","Pelangi di nusa laut",1992,90,"Short",8,"M.T. Risyaf",6,"D","Onky Alexander","Nurul Arifin","Harry Gedhe"
"2,450.","Marina",1977,101,"Drama",6.7,"Nico Pelamonia",15,"D","Marini","Robby Sugara","Wahab Abdi"
"2,452.","Kun fayakuun",2008,93,"Drama",6.7,"Guntur Novaris",15,"D","Agus Kuncoro","Zaskia Adya Mecca","Opick"
"2,453.","Kerinduan",1979,93,"Drama",6.9,"Danu Umbara",9,"D","Elvy Sukaesih","Budi Moealam","Sono Anggoro"
"2,454.","Irisan-Irisan Hati",1988,106,"Drama",6.9,"Djun Saptohadi",9,"D","Baharuddin Haji Omar","Christine Hakim","Tiara Jacquelina"
"2,468.","Makelar kodok untung besar",1990,70,"Drama",5.7,"Norman Benny",10,"17+","Afrizal Anoda","Gugun Benget","Diding Boneng"
"2,469.","Merah Itu Cinta",2007,70,"Drama",5.7,"Rako Prijanto",10,"17+","Yama Carlos","Inong","Gary M. Iskak"
"2,470.","The Dogs",2019,70,"Drama",4,"Dean Yamada",10,"17+","","",""
"2,471.","Siluman srigala putih",1987,82,"Adventure",4,"Imam Tantowi",10,"17+","Okky Olivia","Barry Prima","Atut Agustinanto"
"2,480.","Selimut Berdarah",2010,90,"Thriller",4,"Ferry Ipey Assad",10,"17+","Assad M.A.","Dimaz Andrean","Ananda George"
"2,481.","Issue",2005,92,"Thriller",6.2,"Gunawan Paggaru",7,"17+","Tamara Blezinski","Adrian Maulana","August Melasz"
"2,483.","Tiga sekawan",1975,106,"Action",7.1,"Chaerul Umam",7,"17+","Ateng","Kris Biantoro","Ernie Djohan"
"2,484.","Panji tengkorak",1971,86,"Action",7.1,"A. Harris",7,"17+","Shih-Ching Yang","Deddy Sutomo","Polly Ling-Feng Shang-Kuan"
"2,489.","#Malam Jumat: The Movie",2019,91,"Horror",5.6,"Hadrah Daeng Ratu",69,"17+","Ewing H.D.","Zoe Abbas Jackson","Dea Annisa"
"2,490.","Nuansa birunya rinjani",1989,105,"Drama",NA,"Jimmy Atmaja",NA,"R","Dhalia","Baron Hermanto","Juriah"
"2,491.","Lorong hitam",1971,107,"Drama",NA,"Turino Junaidy",NA,"R","Farouk Afero","Ariati","Astaman"
"2,492.","Subaja",2021,120,"Short",NA,"Dinar Safari",NA,"R","","",""
"2,493.","Wagina Bicara",2010,120,"Drama",NA,"Dedi Setiadi",NA,"R","Niniek L. Karim","Kinaryosih","Alex Komang"
"2,498.","Di Bawah Lindungan Ka'bah",1981,120,"Drama",NA,"Asrul Sani",NA,"R","Usman Effendy","Camelia Malik","Asrul Sani"
"2,502.","Idola remaja",1985,83,"Drama",NA,"Maman Firmansyah",NA,"R","Chicha Koeswoyo","Rico Tampatty","Zainal Abidin"
"2,503.","Kasih sayang",1974,120,"Drama",NA,"Chris Pattikawa",NA,"R","Broery Marantika","Rina Hasyim","Rachmat Hidayat"
"2,509.","Ouw Peh Tjoa",1934,75,"Fantasy",6.2,"The Tang Chun",14,"R","","",""
"2,510.","Poei sie giok pa loei tay",1935,75,"Action",6.2,"",14,"R","","",""
"2,514.","Kesan pertama",1985,92,"Drama",6.2,"M.T. Risyaf",14,"R","Barry Prima","Lia Warokka","Abizars"
"2,516.","Karnadi Anemer Bangkong",1930,90,"Short",6.2,"G. Krugers",14,"R","Karnadi","",""
"2,517.","Sendja di Djakarta",1967,90,"Short",6.2,"Nico Pelamonia",14,"R","Farouk Afero","Rahadi Ismail","Mila Karmila"
"2,519.","Penakluk srigala",1983,92,"Action",6.2,"Willy Wilianto",14,"R","Tuty Wasiat","Erna Santoso","Henny Ardi"
"2,523.","Sesal",1994,81,"Drama",6.2,"Sophan Sophiaan",14,"SU","Marina A. Husain","Mohammad Isa","Roy Karyadi"
"2,524.","Pasukan Kapiten",2012,81,"Action",6.2,"Rudy Soedjarwo",14,"SU","Adrina Puteri Syarira","Bintang Panglima","Cahya R. Saputra"
"2,525.","Setangan Berloemoer Darah",1928,106,"Drama",6.2,"",14,"SU","","",""
"2,526.","Prahara",1974,106,"Drama",6.2,"Nico Pelamonia",14,"SU","Ruslan Basrie","Muni Cader","Simon Cader"
"2,533.","Cukong Blo'on",1973,83,"Comedy",6.2,"C.C. Hardy",14,"SU","","",""
"2,534.","Pliss Deh Jangan Lebay",2010,83,"Romance",6.2,"Thaleb Wirachman",14,"SU","","",""
"2,535.","Anne van Jogja",2005,83,"Drama",6.2,"Bobby Sandy",14,"SU","Rachel Maryam Sayidina","Tutik Budihardjo","Heru Prasetyo"
"2,537.","Raonah",1932,83,"Horror",6.2,"G. Krugers",14,"SU","","",""
"2,538.","Putri Kuntilanak",1988,83,"Horror",6.2,"Atok Suharto",14,"SU","Sally Marcellina","Etick Gantira","Dolly Martin"
"2,540.","Darmawisata",1961,89,"Drama",6.2,"Turino Junaidy",14,"SU","Turino Junaidy","Nina Martini","Rima Melati"
"2,541.","Lima Siloeman Tikoes",1936,83,"Fantasy",6.2,"",14,"SU","","",""
"2,542.","Bimo kroda",1967,83,"Horror",6.2,"D. Djajakusuma",14,"SU","","",""
"2,543.","Kastil Tua",2015,83,"Horror",6.2,"Chiska Doppert",14,"SU","Josiah Hogan","Samantha Katie James","Ajun Perwira"
"2,544.","Para Perintis Kemerdekaan",1977,115,"Action",6.2,"Asrul Sani",14,"SU","Cok Simbara","Mutiara Sani","Cassin Abbas"
"2,553.","Anak hilang",1993,75,"Fantasy",6.2,"Slamet Rahardjo",14,"13+","","",""
"2,554.","Tie Pat Kai Kawin",1935,116,"Fantasy",6.2,"",14,"13+","","",""
"2,555.","Enam Djam di Djogja",1951,116,"Drama",6.2,"Usmar Ismail",14,"13+","R.D. Ismail","Del Juzar","Aedy Moward"
"2,557.","Siantar Rap Foundation: I'am a lady",2017,92,"Short",6.6,"Siantar Rap Foundation",8,"13+","","",""
"2,558.","Membabi Buta",2017,92,"Thriller",6.6,"Joel Fadli",8,"13+","Lenny Charlote","Prisia Nasution","Ivanka Suwandi"
"2,559.","Merangkul langit",1986,92,"Drama",8.2,"M.T. Risyaf",7,"13+","Rano Karno","Ira Wibowo","Mathias Agus"
"2,560.","Yoan",1977,113,"Drama",8.2,"Nico Pelamonia",7,"13+","Joan Tanamal","Ardi","Farida Arriany"
"2,568.","Harimau dan merpati",1953,75,"News",8.2,"Hu",7,"13+","Hamid Arief","S. Muljati","Noviar"
"2,569.","Teruna djenaka",1960,75,"News",8.2,"Liliek Sudjio",7,"13+","S. Bagio","Mang Topo",""
"2,570.","Baliwood: International Web Conference of Film Village",2020,75,"News",8.2,"Andrew Dasz",7,"13+","Steven Dasz","",""
"2,571.","Potong Bebek Angsa",2012,75,"Action",8.2,"Alyandra",7,"13+","Ricky Harun","Olivia Lubis Jensen","Dewi Rezer"
"2,585.","Badai Selatan",1962,92,"Drama",6.3,"Sofia W.D.",9,"","W.D. Mochtar","Sukarno M. Noor","Ida Nursanti"
"2,590.","Perempuan kedua",1990,95,"Comedy",4,"Ida Farida",11,"","Zainal Abidin","S. Bono","Harry Capri"
"2,602.","Terkabul",1952,77,"Drama",4,"L. Inata",11,"","S. Bono","M. Budhrasa","Irah"
"2,603.","Pah Wongso Pendekar Boediman",1940,77,"Drama",4,"Jr. L.V. Wijnhamer",11,"","Elly Joenara","",""
"2,604.","Titian serambut dibelah tudjuh",1959,77,"Drama",4,"Asrul Sani",11,"","S. Effendi","A. Hadi","Tatik Maliyati"
"2,605.","Santet Kuntilanak",2012,77,"Horror",4,"Nayato Fio Nuala",11,"","Nadya Almira","Uli Auliani","Rina Diana"
"2,606.","Bajangan Diwaktu Fadjar",1962,122,"Drama",7,"Usmar Ismail",20,"","Latifah Omar","S. Roomai Noor","Salim Bachik"
"2,612.","Semalam di Malaysia",1975,110,"Short",7,"Nico Pelamonia",20,"","Sam Bimbo","Sri Harto","Rina Hasyim"
"2,613.","Lamentation of Dissonance",2020,91,"Short",7,"Owen Angweita",20,"","Luqman Ski","Diandrio","Audy Dio"
"2,614.","Bodoh-bodoh mujur",1981,91,"Comedy",7,"Arizal",20,"","Dudung A. Hadi","Cassin Abbas","Bram Adrianto"
"2,618.","Dara kembar",1960,118,"Short",7,"Rd. Ariffien",20,"","Boes Boestami","Komalasari","Kuntjung"
"2,619.","Project Al Amin",2020,118,"Short",7,"Rayhan Dermawan",20,"","Kak Jek","",""
"2,620.","Pengakuan seorang perempuan",1974,118,"Drama",7,"Turino Junaidy",20,"","Tanty Josepha","Tuty S.","Rahmat Kartolo"
"2,628.","Kodrat",1985,95,"Drama",7,"Slamet Rahardjo",20,"","Darussalam","Ida Iasha","Piet Pagau"
"2,630.","Fatahillah",1998,120,"Action",7,"Imam Tantowi",20,"","Chaerul Umam","Amak Baldjun","Linda Djatmika"
"2,632.","Gaya merayu",1980,86,"Comedy",8.5,"Wisjnu Mouradhy",6,"","Elvy Sukaesih","Anen","Busiti"
"2,636.","Lupus II",1987,99,"Drama",8,"Achiel Nasrun",6,"","Septian Dwi Cahyo","Nunu Datau","Gito Gilas"
"2,637.","Hasduk Berpola",2013,99,"Drama",8.4,"Harris Nizam",24,"","Qois Al-Haqqi","Calvin Jeremy","T. Kemaisyah"
"2,638.","Suzie",1966,106,"Short",8.9,"Liliek Sudjio",7,"","Fritz G. Schadt","Dicky Suprapto","Alam Rengga Surawidjaja"
"2,639.","1518",2021,106,"Short",8.9,"Rezy Junio Bernessa",7,"","Rani Tobing","",""
"2,642.","Makelar kodok",1989,106,"Comedy",8.9,"Norman Benny",7,"","Paramitha Rusady","Doyok Sudarmadji","Kadir"
"2,643.","KK 17",1964,106,"Drama",8.9,"M.D. Aliff",7,"","Mila Karmila","Ismed M. Noor","Sukarno M. Noor"
"2,644.","Kafedo",1953,106,"Drama",8.9,"Usmar Ismail",7,"","Del Juzar","Rendra Karno","Tina Melinda"
"2,645.","Cinta anak muda",1990,106,"Comedy",8.9,"Hadi Poernomo",7,"","Zainal Abidin","Machfud Abud","Nike Ardilla"
"2,646.","Indonesia Malaise",1931,106,"Comedy",8.9,"Wong Bersaudara",7,"","M.S. Ferry","Oemar",""
"2,647.","Laki-laki pilihan",1973,106,"Drama",8.9,"Nico Pelamonia",7,"","Achmad Albar","Ruslan Basrie","Kris Biantoro"
"2,649.","Buku Harian Dara",2013,77,"Drama",7.5,"Toto Hoedi",13,"","Bilqis Atari","Titania Aureli","Frederika Cull"
"2,650.","Srigala jalanan",1990,77,"Drama",7.5,"Dhany Firdaus",13,"","Fieke Agus","Ali Akbar","Debbie Cinthya Dewi"
"2,651.","Raden Ajeng Kartini",1989,165,"Drama",7.5,"Sjuman Djaya",13,"SU","Chintami Atmanegara","Andy Auric","Dhanny Dahlan"
"2,654.","Sorga",1977,99,"Comedy",6.2,"Turino Junaidy",16,"SU","Benyamin S.","Hamid Arief","Aminah Cendrakasih"
"2,655.","Planet Mars",2008,90,"Comedy",6.2,"Reka Wijaya",16,"SU","Artika Sari Devi","Yogi Finanda","Adhitya Putri"
"2,656.","Ratu kentjana",1955,80,"Short",6.2,"Rd. Ariffien",16,"SU","Aminah","Chatir Harro","Mansur"
"2,657.","Langit Tak Berwujud",2013,80,"Short",6.2,"Yahdi Kumala",16,"SU","Yahdi Kumala","Genta Mawardi Putra","Fitra Hernanda Syahda"
"2,658.","Rampok Preanger",1929,80,"Comedy",6.2,"Nelson Wong",16,"SU","M.S. Ferry","Ining Resmini",""
"2,659.","Salah pencet",1992,80,"Comedy",6.2,"Arizal",16,"SU","Fuad Alkhar","Kiki Fatmala","Tarida Gloria"
"2,661.","Siantar Rap Foundation: Dolok Pusuk Buhit",2015,85,"Short",6.2,"Siantar Rap Foundation",16,"SU","","",""
"2,662.","The Crown Jewel of Indonesia",1999,85,"Action",6.2,"Bill Reeves",16,"SU","Bill Reeves","Vandoor","Gary Harrison"
"2,674.","Sepasang merpati",1979,106,"Drama",7,"Chaerul Umam",7,"SU","Afrizal Anoda","Amak Baldjun","Aminah Cendrakasih"
"2,675.","Operasi hansip 13",1965,89,"Drama",7,"Turino Junaidy",7,"SU","Oslan Husein","Alwi Oslan","Sri Redjeki"
"2,680.","Tongkat sakti",1982,83,"Music",7,"Willy Wilianto",7,"SU","Anna Tairas","Boy Tirayoh","Pitradjaya Burnama"
"2,681.","Ada gula ada semut",1955,83,"Music",7,"Hu",7,"SU","Moh Firdaus","Irah","Ramelan"
"2,683.","Kembang-Kembang plastik",1977,83,"Action",7,"Wim Umboh",7,"SU","M. Pandji Anom","Ully Artha","Rahayu Effendi"
"2,684.","Elang laut",1984,83,"Action",7,"A. Harris",7,"SU","Alfian","Advent Bangun","Enny Beatrice"
"2,688.","Kulihat cinta di matanya",1985,86,"Drama",8.1,"Achiel Nasrun",73,"SU","Bobby Sandy","Henidar Amroe","Meriam Bellina"
"2,690.","Bismillah Aku Mencintaimu",2013,86,"Drama",8.1,"Asep Kusdinar",73,"SU","Gilbert Marciano","Ghea D'Syawal","Aditya Darmawan"
"2,702.","2 Worlds",2016,88,"Short",8.5,"Christiansen Megumi Kanta",8,"SU","Cafalundi Brilianegoro","Yasmin Nurul Hafsanah","Michael Juan"
"2,703.","Mat Peci",1978,88,"Comedy",8.5,"Willy Wilianto",8,"SU","Rachmat Hidayat","Doris Callebaute","Kelly Jones"
"2,706.","Tjitra",1949,71,"Drama",6.1,"Usmar Ismail",13,"SU","Hamid Arief","Nila Djuwita","Moh Said H.J."
"2,708.","Senggol-senggolan",1980,91,"Drama",6.1,"Danu Umbara",13,"SU","Robby Sugara","Elvy Sukaesih","David R. Purba"
"2,713.","Bunga cinta kasih",1981,90,"Drama",6.1,"Danu Umbara",13,"SU","Astri Ivo","Rano Karno","Debbie Cinthya Dewi"
"2,714.","Di ujung malam",1979,105,"Drama",6.1,"Nico Pelamonia",13,"SU","Rae Sita","Dhanny Dahlan","Mogi Darusman"
"2,717.","Ganasnya nafsu",1976,105,"Comedy",6.1,"Turino Junaidy",13,"SU","Lenny Marlina","Farouk Afero","Tuteng Mohan"
"2,719.","Orang-orang Liar",1969,88,"Short",6.1,"Turino Junaidy",13,"SU","Farouk Afero","Dadi Djaja","Sylvia Irani"
"2,720.","Putri solo",1953,120,"Short",6.1,"Fred Young",13,"SU","Chatir Harro","M. Jusuf","Kuntjung"
"2,721.","Semata Janji Bisu",2020,120,"Short",6.1,"Muhammad Aditya Saputra",13,"SU","Dewita Maharani","Muhammad Aditya Saputra",""
"2,723.","Roesia si Pengkor",1939,120,"Drama",6.1,"The Tang Chun",13,"SU","Bissu","Da'ing","Hadidjah"
"2,725.","Bajar Dengan Djiwa",1940,120,"Drama",6.1,"Hu. R.",13,"SU","A. Bakar","Itjang Ali","Haroen"
"2,726.","Tato",2003,120,"Short",6.1,"Hanny Saputra",13,"SU","","",""
"2,728.","Di Dasar Segalanya",2010,84,"Drama",6.1,"Paul Agusta",13,"SU","Primawan Luqman Hakim","Kartika Jahja","T. Rifnu Wikana"
"2,729.","Bisikan Arwah",1988,77,"Horror",6.6,"Jopi Burnama",12,"SU","Nina Karina","Latif Ibrahim","Puteri Salbiah"
"2,737.","Harimau Tjampa",1953,97,"Drama",6.2,"D. Djajakusuma",38,"SU","Wahid Chan","Bambang Hermanto","R.D. Ismail"
"2,749.","Si Anak Kampoeng (the Village Boy)",2011,105,"Drama",6,"Damien Dematra",7,"SU","","",""
"2,750.","Melody cinta",1982,91,"Drama",6,"Alwi A.S.",7,"SU","Chitra Dewi","Rhoma Irama","Yati Kusuma"
"2,751.","Bengawan solo",1971,91,"Drama",6,"Bay Isbahi",7,"SU","Sofia W.D.","Willy Wilianto","Rima Melati"
"2,752.","Rumah (Home)",2019,91,"Short",6,"Roland Wiryawan",7,"SU","Gamaliel Eleazar","Yoeriche Endine","Todi Pangaribuan"
"2,753.","Kesurupan Jumat Kliwon",2015,91,"Horror",6,"George Hutabarat",7,"SU","Frida Angela","Marcella Daryanani","Ryan Febryan"
"2,761.","School of the Dead",2016,87,"Horror",6,"Gandhi Fernando",7,"SU","Ardina Rasti","Nicky Tirta","Angelica Simperler"
"2,762.","Laki-laki binal",1978,87,"Drama",6,"Arizal",7,"SU","M. Pandji Anom","Emmy Husein","Roy Marten"
"2,766.","Melu",2017,87,"Short",6,"Bobby Zarkasih",7,"R","Syifa Salsabila","Stefana Gloria",""
"2,767.","Raja dangdut",1978,87,"Musical",6,"Maman Firmansyah",7,"R","Rhoma Irama","Ida Royani","Alwi A.S."
"2,768.","Terpaksa Menika",1932,87,"Musical",6,"G. Krugers",7,"R","","",""
"2,769.","Rio anakku",1974,87,"Drama",6,"Arifin C. Noer",7,"R","Rano Karno","Lenny Marlina","Titiek Puspa"
"2,770.","Fatima",1938,87,"Drama",6,"Joshua Wong",7,"R","Othniel Wong","Kartolo","Sapri"
"2,771.","Dongeng Rempah",2021,87,"Drama",6,"Nani Yudi",7,"R","Brydden Fablo","Jj Malvin","Ririn Rinjana"
"2,772.","Macan Kampus",1987,87,"Drama",6,"Adisoerya Abdi",7,"R","Rano Karno","Sally Marcellina","Tino Karno"
"2,779.","KM 14",2006,115,"Drama",6,"Ben Hernandez",7,"SU","Ardina Rasti","Marissa Jeffryna","David Bleszynski"
"2,780.","Marsinah",2001,115,"Drama",7.3,"Slamet Rahardjo",24,"SU","Margarita","Intarti","Dyah Arum Retnowati"
"2,781.","Bukan Cinta Biasa",2009,110,"Comedy",6.3,"Benni Setiawan",44,"SU","Ferdy Element","Wulan Guritno","Olivia Lubis Jensen"
"2,782.","Musik Hati",2008,90,"Short",6,"Angga Dwimas Sasongko",32,"SU","Risty Tagor","Annisa Hadju","Ben Kasyafani"
"2,783.","Nugau: Stay at Home",2020,90,"Short",6,"Dedetria Holyri",32,"SU","Ammar","Gabriel Azola","Mitha Cicila"
"2,784.","Ayahku",1987,90,"Drama",6,"Agus Elias",32,"SU","Deddy Mizwar","Nurul Arifin","Rima Melati"
"2,791.","Jangan Kau Tangisi",1974,100,"Drama",6,"Ratno Timoer",32,"SU","Indra Wijaya","Aminah Cendrakasih","Erwin Gautama"
"2,792.","Para Pemburu Gajah",2014,75,"Adventure",6,"Hermawan Rianto",32,"SU","Endy Arfian","Yama Carlos","Julian Kunto"
"2,793.","Janji Suci",2019,90,"Drama",6,"Titi Kamal",32,"13+","Rama Michael","Ali Syakieb",""
"2,796.","Aya Ibrahim: Malaikat tak bersayap",2020,90,"Short",6,"Darius Manihuruk",32,"13+","","",""
"2,797.","Pantiku Istanaku",2013,90,"Drama",6,"Toto Hoedi",32,"13+","Vito Deyvin","Dhafania Nazwatika","Ozan"
"2,798.","Mertua sinting",1954,90,"Drama",6,"D. Djajakusuma",32,"13+","Salim Hamid","Nana Mayo","S. Poniman"
"2,799.","Blok M",2018,90,"Drama",6,"Awi Suryadi",32,"13+","","",""
"2,806.","Comic Story",2014,126,"Comedy",6,"Arie Kriting",32,"13+","Ge Pamungkas","Frederica Pingkan","Joshua Suherman"
"2,807.","Biarlah aku pergi",1971,126,"Comedy",6,"Wim Umboh",32,"13+","Zainal Abdi","Atik","Rahayu Effendi"
"2,808.","Kanan Kiri OK",1989,120,"Comedy",6,"Deddy Armand",32,"13+","","",""
"2,809.","Tuanku Tambusai",1991,120,"Drama",6,"Irwinsyah",32,"SU","Ferry Fadly","Cok Simbara","Robert Syarif"
"2,812.","Antara timur dan barat",1963,90,"Drama",6,"Turino Junaidy",32,"","Suzzanna","Pitradjaya Burnama","Oslan Husein"
"2,813.","Senyum dan tangis",1974,90,"Comedy",6,"Arizal",32,"","Pitradjaya Burnama","Andy Carol","Aminah Cendrakasih"
"2,820.","Xia aimei",2012,73,"Drama",7.5,"Alyandra",13,"","Franda","Shareefa Daanish","Gilang Dirgahari"
"2,821.","Nji Ronggeng",1969,115,"Drama",6.6,"Alam Rengga Surawidjaja",6,"","T.M. Aming","Anah","Anwar"
"2,822.","Turangga",1990,98,"Action",6.6,"Eddy Sajoedie",6,"","Ully Artha","Yulianto Ponco B.","Chitra Dewi"
"2,823.","Kemasukan Setan",2013,98,"Horror",6.6,"Muhammad Yusuf",6,"","Aldiansyah Taher","Vivi Sofa","Farah Diba"
"2,824.","Hanya untukmu",1976,98,"Drama",4.9,"Arizal",19,"","Lenny Marlina","Aminah Cendrakasih","Nana Dhiana"
"2,827.","Kecupan pertama",1979,95,"Drama",4.9,"Arizal",19,"","Jenny Rachman","Roy Marten","Susy Bolle"
"2,829.","Hantu Rumah Ampera",2009,87,"Horror",4.9,"Rudy Soedjarwo",19,"D","Ben Joshua","Nadila Ernesta","Rahma Landy"
"2,830.","Mira",1961,100,"Drama",7.2,"M. Sharieffudin",19,"D","Flora Luntungan","Ismed M. Noor","Jeffry Sani"
"2,831.","Kasih diambang maut",1967,100,"Drama",7.2,"Turino Junaidy",19,"D","Wahab Abdi","Farouk Afero","Bay Isbahi"
"2,832.","Pegawai negeri",1956,90,"Drama",7.2,"Rd. Ariffien",19,"D","Bambang Hermanto","Tuty S.","Suhaimi"
"2,833.","Yang terbelenggu",1984,90,"Drama",7.2,"Nico Pelamonia",19,"D","Johan Saimima","Yenny Farida","Nina Anwar"
"2,836.","Gadis simpanan",1976,110,"Drama",7.2,"Willy Wilianto",19,"D","Hamid Arief","Atmonadi","Ratmi B-29"
"2,841.","Matahari-Matahari",1985,104,"Drama",7.2,"Arifin C. Noer",19,"D","Fadly","Marisa Haque","Ferry Iskandar"
"2,842.","Teror tengah malam",1972,104,"Drama",7.2,"Willy Wilianto",19,"D","Zainal Abidin","Lenny Marlina","W.D. Mochtar"
"2,843.","Cemburu nih yee...",1986,104,"Drama",7.2,"Ali Shahab",19,"D","Alwi A.S.","Zainal Abidin","Nurmaini Besly"
"2,846.","Gila Jiwa: Illogically Sane",2016,82,"Drama",7.2,"Ria Irawan",19,"D","Jovial Da Lopez","Hery Purnomo","Joshua Suherman"
"2,848.","Bukalah hatinya",2017,80,"Short",7.2,"Cheverly Amalia",19,"D","Flo","Dayton Frost",""
"2,852.","Djula djuli bintang tiga",1954,105,"Short",6.6,"S. Waldy",7,"D","Tan Tjeng Bok","R.D. Endang","Chatir Harro"
"2,853.","Napas perempuan",1978,105,"Short",6.6,"Ali Shahab",7,"D","Rory Anna","Eva Arnaz","S. Bono"
"2,856.","Musuh dalam selimut",1984,92,"Drama",6.6,"Willy Wilianto",7,"D","Avent Cristy","Zainal Abidin","Tamara Annya"
"2,857.","Selembut Wajah Anggun",1992,92,"Drama",6.6,"Agus Elias",7,"D","Ayu Azhari","H.I.M. Damsyik","Rano Karno"
"2,858.","Ketika cinta telah berlalu",1989,104,"Drama",6.6,"Adisoerya Abdi",7,"D","Nurul Arifin","Donny Damara","Sophia Latjuba"
"2,859.","Gejolak kawula muda",1985,107,"Musical",6.6,"Maman Firmansyah",7,"D","Alwi A.S.","Zainal Abidin","Pitradjaya Burnama"
"2,860.","Dilihat boleh dipegang jangan",1983,88,"Comedy",6.6,"Danu Umbara",7,"D","Jacky Zimah","Rita Sugiarto","Alwi A.S."
"2,862.","Misteri sumur tua",1987,95,"Comedy",6.6,"Ali Shahab",7,"D","Alwi A.S.","Alfian","Yan Bastian"
"2,863.","Ernest Prakasa & The Oriental Bandits",2013,91,"Comedy",6.6,"Ernest Prakasa",7,"D","","",""
"2,864.","Detik-detik berbahaja",1961,91,"Drama",6.6,"Turino Junaidy",7,"D","Oslan Husein","Alwi Oslan","Jeffry Sani"
